,Stock Exchange,NYS,NYS,NYS,NYS,NYS,NAS,NAS,PAR,NYS,NYS,NAS,NYS,JP,NYS,NAS,NAS,PAR,PAR,NYS,NYS,NYS,JP,MCE,NAS,NAS,NAS,KR,NAS,NYS,NYS,NYS,NYS,NYS,NYS,NYS,NYS,NYS,NYS,NYS,LON,NAS,NAS,NYS,NYS,NAS,NYS,NSE,NAS,NYS,NYS,NYS,NYS,SWX,NYS,NYS,NAS,NYS,NYS,NAS,NAS,NYS,HEL,NYS,NYS,NAS,NYS,PAR,NYS,NYS,NYS,NYS,JP,NYS,NAS,NYS,NYS,NYS,NYS,LIS,NAS,NYS,NYS,NAS,NYS,NYS,NYS,NYS,NAS,NYS,NYS,PAR,NYS,NYS,NYS,NYS,MX,NAS,TSE,NYS,NYS,NYS,NYS,NYS,NYS,NAS,NYS,BR,BSP,MEX,NAS,NAS,NYS,NYS
,12/17/2024,771.57,315.40,527.18,348.30,221.94,424.48,150.14,338.71,347.96,37.50,255.79,222.94,"3,204.79",24.24,90.28,213.89,87.87,241.56,435.93,78.21,342.69,"3,942.37",12.61,20.44,108.10,225.96,"181,759.44",77.10,205.93,305.49,"1,919.79",90.73,202.89,388.07,243.66,133.41,47.37,100.01,271.02,25.87,302.82,134.61,238.45,188.72,111.82,80.25,"1,865.63",78.64,"1,108.27",125.98,76.05,50.63,537.64,352.96,145.24,65.39,111.51,135.83,79.34,106.78,115.66,4.06,287.77,52.55,43.09,32.40,150.19,56.80,49.19,106.76,20.84,"6,297.69",227.84,74.64,432.59,148.62,83.02,70.80,3.01,48.66,57.86,131.89,37.40,108.99,109.02,268.27,209.05,195.60,78.08,58.97,73.03,11.98,42.63,137.70,71.69,771.57,73.18,76.48,28.12,69.04,96.33,30.48,95.65,73.18,111.58,91.22,10.33,13.16,771.57,9.23,5.50,79.88,54.33
,12/18/2024,757.78,306.96,516.21,335.04,213.41,416.66,148.50,335.91,338.53,37.01,248.90,212.20,"3,120.40",23.75,88.22,208.14,87.93,243.77,418.65,76.92,330.88,"3,919.64",12.58,19.30,103.43,227.01,"181,265.53",74.52,202.42,296.92,"1,922.26",90.01,200.76,374.86,235.24,131.37,45.13,97.69,266.85,25.88,292.83,130.37,226.09,184.67,104.88,77.28,"1,874.96",76.53,"1,079.60",125.24,76.35,49.48,536.84,342.66,142.13,63.77,107.48,128.92,76.62,104.83,110.18,4.12,282.09,51.03,40.73,31.11,150.68,55.24,47.62,104.59,19.93,"6,295.76",223.27,72.11,418.71,144.58,81.62,68.51,2.98,47.83,56.65,129.53,37.93,104.87,105.59,255.38,203.67,188.16,76.02,57.34,72.98,11.64,41.44,137.39,68.40,757.78,70.61,74.56,26.97,67.19,94.91,28.69,93.30,70.48,108.26,89.58,9.78,12.51,757.78,8.86,5.55,77.80,52.58
,12/19/2024,750.68,312.02,519.51,334.05,217.04,414.02,145.65,333.31,362.43,36.76,251.22,214.97,"3,091.01",23.64,88.61,208.16,87.64,236.40,419.27,76.88,331.39,"3,898.88",12.40,19.06,86.69,226.76,"172,869.04",70.56,202.52,295.31,"1,890.26",90.17,201.25,373.32,233.13,132.12,44.94,98.55,269.50,25.61,293.63,132.24,227.31,185.20,108.69,77.17,"1,849.99",76.44,"1,069.93",126.28,75.50,49.82,524.53,341.69,141.26,64.01,108.30,125.65,77.83,104.83,109.48,4.10,280.43,51.22,40.42,31.08,153.02,54.93,47.17,104.54,20.22,"6,283.22",223.92,72.37,417.85,141.75,80.85,68.95,2.94,44.88,57.01,124.95,37.65,103.67,105.70,246.93,204.46,186.51,74.86,56.23,72.28,11.58,41.67,134.42,68.72,750.68,68.95,74.22,26.81,66.73,95.10,28.83,92.24,69.27,107.99,89.76,9.89,13.12,750.68,8.59,5.58,77.86,52.21
,12/20/2024,760.81,314.82,524.23,341.42,216.50,418.67,146.92,330.95,356.79,36.72,253.32,218.25,"3,113.77",24.18,90.05,209.48,87.43,235.52,425.03,77.88,333.84,"3,819.82",12.47,19.52,89.71,228.40,"166,448.19",71.14,202.81,301.36,"1,866.90",89.31,201.03,373.53,235.86,131.85,45.42,99.95,269.36,25.64,298.12,133.90,234.86,188.88,111.47,79.06,"1,828.09",76.75,"1,081.22",126.16,75.75,51.28,527.31,343.33,141.04,64.73,110.51,129.16,77.57,107.19,113.21,4.07,284.14,51.80,41.06,31.54,151.75,55.84,48.23,105.83,21.04,"6,254.29",225.54,74.41,420.06,143.35,81.19,69.97,2.92,45.34,58.86,127.41,38.64,104.55,106.64,252.74,208.21,186.37,75.99,57.44,73.36,12.10,41.56,133.85,68.66,760.81,69.82,75.02,26.21,67.00,95.68,29.11,91.90,70.12,109.02,91.29,10.06,13.54,760.81,8.62,5.54,79.49,53.18
,12/23/2024,789.07,314.33,525.15,340.68,215.11,416.72,145.48,332.03,349.39,36.73,253.92,217.65,"3,129.89",24.50,90.86,208.40,87.91,234.88,424.92,78.23,333.43,"3,825.75",12.50,20.20,89.31,227.90,"167,534.79",73.13,200.81,301.26,"1,868.99",89.19,199.58,373.91,236.66,132.39,45.80,100.00,262.79,25.64,297.49,133.71,234.31,188.95,113.32,79.10,"1,820.10",76.99,"1,070.71",126.27,76.19,52.02,528.70,343.09,141.47,65.04,111.20,130.51,77.35,107.44,116.19,4.08,283.58,51.84,41.02,31.82,151.95,55.84,48.15,105.54,21.25,"6,228.24",224.78,74.51,419.18,143.73,80.97,70.72,2.95,46.34,59.47,127.33,38.68,105.79,106.57,254.09,207.36,186.18,75.94,57.17,73.88,12.16,42.24,134.35,68.48,789.07,70.06,75.80,26.79,66.85,93.81,29.39,92.73,70.10,108.93,91.05,9.80,13.12,789.07,8.69,5.28,79.35,52.76
,12/24/2024,788.46,317.73,531.85,342.20,217.52,420.11,146.94,333.80,352.18,36.60,254.39,221.11,"3,127.04",24.52,91.39,210.01,87.88,235.57,425.37,78.37,337.22,"3,814.88",12.56,20.40,88.87,229.30,"166,448.19",73.16,202.37,302.35,"1,854.18",89.66,201.43,376.32,238.29,132.11,46.28,100.49,265.56,25.61,301.23,135.68,236.70,190.79,115.51,79.77,"1,814.32",77.96,"1,079.26",126.98,76.19,52.96,528.70,345.75,142.84,65.51,111.86,131.92,77.83,108.27,116.31,4.08,286.51,52.43,41.17,32.02,152.49,56.25,48.36,106.01,21.32,"6,192.55",226.40,74.89,425.22,144.11,82.42,71.26,2.93,46.44,59.95,125.96,39.15,106.11,107.05,255.48,211.31,186.61,75.99,57.71,73.88,12.12,42.07,135.09,68.92,788.46,70.01,75.37,27.07,67.17,93.43,29.80,92.76,70.32,110.45,91.67,9.80,13.12,788.46,8.89,5.41,79.56,53.06
,12/25/2024,788.46,317.73,531.85,342.20,217.52,420.11,146.94,333.80,352.18,36.60,254.39,221.11,"3,133.68",24.52,91.39,210.01,87.88,235.57,425.37,78.37,337.22,"3,849.47",12.56,20.40,88.87,229.30,"166,448.19",73.16,202.37,302.35,"1,854.18",89.66,201.43,376.32,238.29,132.11,46.28,100.49,265.56,25.61,301.23,135.68,236.70,190.79,115.51,79.77,"1,814.32",77.96,"1,079.26",126.98,76.19,52.96,528.70,345.75,142.84,65.51,111.86,131.92,77.83,108.27,116.31,4.08,286.51,52.43,41.17,32.02,152.49,56.25,48.36,106.01,21.32,"6,162.65",226.40,74.89,425.22,144.11,82.42,71.26,2.93,46.44,59.95,125.96,39.15,106.11,107.05,255.48,211.31,186.61,75.99,57.71,73.88,12.12,42.07,135.09,68.92,788.46,70.01,75.37,27.07,67.17,93.43,29.80,92.76,70.32,110.45,91.67,9.80,13.12,788.46,8.89,5.24,79.56,53.06
,12/26/2024,786.95,317.99,532.29,339.50,217.98,418.68,146.58,333.80,351.01,36.75,253.13,219.82,"3,176.35",24.36,91.84,212.73,87.88,235.57,426.35,78.43,335.85,"3,911.73",12.56,20.44,89.41,229.05,"168,028.70",73.32,202.01,300.51,"1,852.57",89.64,201.39,374.45,236.92,132.11,46.45,100.90,272.22,25.61,300.28,136.88,234.20,190.89,115.27,79.63,"1,817.95",78.16,"1,071.00",127.89,76.19,53.62,528.70,346.04,143.62,65.48,112.61,132.00,78.22,108.67,116.64,4.08,288.15,52.53,41.37,32.01,152.49,56.85,48.34,105.96,21.45,"6,209.92",227.95,75.41,423.67,144.24,84.81,71.68,2.93,46.45,60.07,126.64,39.53,105.53,107.23,254.78,213.04,187.49,74.99,57.71,73.88,11.96,42.50,134.55,68.72,786.95,70.97,75.37,26.97,67.17,93.83,30.16,93.32,70.51,110.36,91.50,9.84,13.15,786.95,8.90,5.31,80.78,53.39
,12/27/2024,776.08,315.76,528.37,336.25,215.94,417.36,147.02,338.37,346.87,36.71,252.62,216.29,"3,239.87",24.41,91.55,210.57,89.34,236.80,422.64,78.27,330.39,"3,957.19",12.58,20.30,88.23,229.13,"172,375.13",72.73,201.03,300.27,"1,861.66",89.10,200.19,369.98,235.34,132.89,45.96,100.62,273.88,25.71,297.59,135.56,229.76,189.11,113.18,78.62,"1,809.58",77.46,"1,057.49",126.62,76.89,53.72,534.26,343.11,142.33,65.44,111.67,130.63,77.55,107.82,114.73,4.13,284.84,51.84,41.03,31.87,153.51,56.74,48.32,105.59,21.08,"6,275.31",227.33,74.81,416.43,143.03,83.54,71.12,2.95,45.69,60.34,125.91,39.12,105.24,106.33,252.11,210.94,186.48,75.00,57.53,74.30,11.87,42.27,134.22,68.14,776.08,70.42,75.17,26.86,66.72,93.13,29.89,92.40,69.97,109.19,91.85,9.87,12.88,776.08,8.85,5.49,80.30,52.03
,12/30/2024,766.83,312.44,521.76,333.56,213.49,412.11,145.89,331.39,343.28,36.42,249.40,213.54,"3,194.36",24.23,89.51,207.90,89.21,235.18,417.31,77.18,328.17,"3,890.98",12.63,19.82,85.03,227.20,"171,782.43",71.50,199.30,296.20,"1,851.21",88.11,198.52,367.34,232.13,132.12,45.73,100.22,274.07,25.69,297.53,134.31,229.80,187.89,111.23,77.95,"1,844.92",76.46,"1,046.84",125.48,76.63,53.11,532.08,340.43,140.25,64.92,110.81,130.27,75.15,107.00,112.28,4.12,280.08,51.04,40.86,31.24,151.70,56.28,47.83,104.37,20.84,"6,235.29",225.77,74.34,412.57,141.72,81.47,70.98,2.92,44.88,60.11,124.66,38.63,104.54,105.71,252.18,208.21,184.88,73.87,56.70,74.26,11.78,42.01,132.84,67.49,766.83,69.17,74.74,26.54,66.32,92.69,29.59,92.15,69.39,109.24,90.38,9.81,12.76,766.83,8.76,5.39,78.84,50.45
,12/31/2024,765.01,313.17,522.78,332.16,213.08,413.11,146.22,335.77,342.60,36.78,250.69,212.02,"3,194.36",24.33,89.86,207.25,89.79,236.65,417.98,77.44,327.67,"3,890.98",12.71,20.05,83.89,227.89,"171,782.43",71.57,198.83,297.92,"1,825.96",88.22,198.51,365.84,231.93,132.52,45.81,100.68,274.83,25.77,295.57,134.56,227.76,188.13,110.03,77.74,"1,833.88",76.37,"1,042.73",125.89,76.63,52.72,532.08,340.62,140.35,64.85,111.17,131.29,75.29,107.12,112.69,4.12,280.22,51.20,40.79,31.24,154.59,56.25,48.26,104.60,20.79,"6,235.29",226.24,74.52,412.28,142.61,81.42,70.96,2.91,44.89,60.48,124.99,38.39,104.76,105.48,253.14,209.14,184.86,74.70,56.86,74.96,11.98,42.31,133.24,67.28,765.01,69.20,76.19,26.58,66.51,92.25,29.77,93.10,69.87,108.58,91.21,9.81,12.76,765.01,9.00,5.26,79.07,51.80
,1/1/2025,765.01,313.17,522.78,332.16,213.08,413.11,146.22,335.77,342.60,36.78,250.69,212.02,"3,194.36",24.33,89.86,207.25,89.79,236.65,417.98,77.44,327.67,"3,890.98",12.71,20.05,83.89,227.89,"171,782.43",71.57,198.83,297.92,"1,828.39",88.22,198.51,365.84,231.93,132.52,45.81,100.68,274.83,25.77,295.57,134.56,227.76,188.13,110.03,77.74,"1,828.66",76.37,"1,042.73",125.89,76.63,52.72,532.08,340.62,140.35,64.85,111.17,131.29,75.29,107.12,112.69,4.12,280.22,51.20,40.79,31.24,154.59,56.25,48.26,104.60,20.79,"6,235.29",226.24,74.52,412.28,142.61,81.42,70.96,2.91,44.89,60.48,124.99,38.39,104.76,105.48,253.14,209.14,184.86,74.70,56.86,74.96,11.98,42.31,133.24,67.28,765.01,69.20,76.19,26.58,66.51,92.25,29.77,93.10,69.87,108.58,91.21,9.81,12.76,765.01,9.00,5.26,79.07,51.80
,1/2/2025,771.02,311.54,518.64,328.52,213.18,408.67,144.44,332.08,339.70,36.98,249.38,210.87,"3,194.36",24.41,89.38,206.91,90.34,237.34,412.54,77.77,327.76,"3,890.98",12.98,20.22,87.04,228.37,"169,115.31",71.78,197.60,295.53,"1,901.57",87.87,198.01,370.29,228.58,132.75,45.84,99.63,267.94,26.01,293.32,132.91,226.11,187.31,113.12,77.76,"1,886.29",76.49,"1,030.52",125.49,76.63,50.84,532.08,339.69,138.07,64.22,110.93,129.90,74.81,106.77,113.95,4.16,275.42,50.58,40.69,31.09,153.12,55.81,47.97,103.44,20.91,"6,235.29",225.12,74.50,413.36,141.85,81.77,70.86,2.98,46.57,60.30,124.43,38.62,105.95,105.23,249.31,207.37,182.22,74.52,56.27,74.59,12.15,42.35,132.99,67.58,771.02,68.55,74.75,26.21,65.65,90.51,29.90,91.63,68.38,108.53,89.35,9.79,12.47,771.02,8.75,5.13,76.44,51.43
,1/3/2025,774.90,312.05,517.60,330.74,215.81,408.01,143.90,326.09,344.60,37.03,251.24,214.75,"3,194.36",24.39,88.92,207.83,88.95,235.96,416.52,78.47,338.24,"3,890.98",13.14,20.56,89.58,228.15,"179,685.02",74.43,198.69,294.49,"1,883.02",87.49,198.95,377.49,229.57,131.78,46.80,100.41,268.07,25.79,294.06,134.03,226.04,186.82,117.73,78.72,"1,861.85",77.27,"1,042.67",124.66,76.11,51.24,530.29,346.23,139.79,64.05,111.74,131.50,74.78,107.22,117.25,4.13,277.28,50.28,40.90,31.73,151.51,56.92,47.81,103.45,21.25,"6,235.29",226.07,75.00,424.16,145.66,79.35,71.03,3.02,48.23,60.53,128.13,40.06,106.11,106.66,253.95,207.80,183.56,74.24,56.39,73.45,12.32,42.88,133.02,69.74,774.90,69.09,74.94,25.92,66.89,92.30,30.39,92.29,70.03,110.29,89.71,9.74,12.42,774.90,8.83,4.93,75.79,51.97
,1/6/2025,758.17,310.19,508.24,328.39,215.83,407.42,140.65,331.98,342.15,36.43,248.71,215.41,"3,129.89",24.66,88.75,203.44,90.67,246.72,412.36,77.40,344.15,"3,924.58",13.19,19.87,98.94,221.60,"197,367.05",77.27,198.80,294.71,"1,882.15",84.95,198.86,379.88,229.02,131.00,46.67,99.08,267.64,25.59,292.51,130.57,225.51,181.41,118.55,78.08,"1,867.97",75.88,"1,042.69",121.16,76.21,52.98,538.04,349.84,140.81,63.08,111.27,132.39,74.32,106.39,121.90,4.13,275.98,50.90,41.43,32.43,155.96,57.39,47.41,102.55,22.25,"6,150.37",226.83,74.91,433.60,146.74,80.44,71.19,2.98,49.42,61.38,126.97,40.49,103.85,106.16,256.29,203.69,182.80,74.92,56.77,74.63,12.11,43.01,130.62,70.41,758.17,71.76,73.04,25.87,67.18,92.08,30.06,90.96,72.21,109.02,90.69,9.98,12.72,758.17,8.62,4.96,74.89,52.66
,1/7/2025,766.29,308.84,507.72,322.82,217.08,409.44,139.81,330.27,347.08,35.79,252.05,210.83,"3,167.81",24.88,88.17,202.42,91.81,248.59,407.69,77.43,339.56,"3,990.80",13.10,20.01,101.58,222.77,"192,625.50",76.82,200.41,305.92,"1,875.35",84.81,200.94,376.35,229.08,132.12,46.64,100.10,268.64,25.45,290.82,133.64,222.47,181.54,115.78,77.98,"1,832.44",75.43,"1,051.33",122.29,76.95,51.45,550.35,351.74,141.13,63.57,111.78,128.64,74.04,106.75,118.58,4.33,275.83,51.00,41.35,32.24,156.79,57.49,47.22,102.12,21.70,"6,057.65",231.94,75.37,427.11,145.81,79.98,71.29,2.99,48.83,61.82,125.51,41.18,102.24,106.06,249.21,203.04,182.91,74.75,56.84,68.79,12.06,42.24,129.31,69.49,766.29,71.67,72.47,25.97,66.59,90.54,29.84,90.81,72.18,109.41,91.39,10.10,13.07,766.29,8.83,5.10,75.50,49.45
,1/8/2025,780.09,309.76,512.68,324.78,216.33,414.43,140.91,325.55,348.38,35.81,254.12,209.82,"3,119.46",24.63,86.72,202.00,91.63,246.96,404.47,80.15,340.74,"3,918.65",13.08,19.88,99.09,225.01,"192,329.15",76.34,203.55,308.93,"1,877.58",84.88,204.81,382.43,232.18,134.42,46.47,100.81,268.55,25.78,296.37,134.59,224.34,187.16,117.78,78.84,"1,848.08",77.07,"1,057.36",121.78,76.07,50.48,553.73,351.51,141.07,64.29,111.08,129.78,74.43,107.14,116.67,4.31,274.11,52.02,40.93,32.03,154.20,57.56,47.61,100.55,21.45,"5,964.92",231.16,75.40,427.91,144.28,79.89,70.88,2.89,48.22,60.80,126.33,41.06,100.30,106.24,247.94,201.49,182.87,74.34,54.89,68.65,11.55,42.86,130.08,68.95,780.09,71.06,71.47,26.12,66.96,91.86,29.49,90.19,72.39,106.88,89.39,9.86,12.80,780.09,8.72,5.03,72.96,48.79
,1/9/2025,780.09,309.76,512.68,324.78,216.33,414.43,140.91,325.99,348.38,35.81,254.12,209.82,"3,076.79",24.63,86.72,202.00,92.24,251.09,404.47,80.15,340.74,"3,863.30",13.13,19.88,99.09,225.01,"202,503.73",76.34,203.55,308.93,"1,862.19",84.88,204.81,382.43,232.18,134.50,46.47,100.81,268.55,26.45,296.37,134.59,224.34,187.16,117.78,78.84,"1,850.52",77.07,"1,057.36",121.78,76.11,50.48,552.93,351.51,141.07,64.29,111.08,129.78,74.43,107.14,116.67,4.25,274.11,52.02,40.93,32.03,153.41,57.56,47.61,100.55,21.45,"5,915.14",231.16,75.40,427.91,144.28,79.89,70.88,2.94,48.22,60.80,126.33,41.06,100.30,106.24,247.94,201.49,182.87,74.34,54.18,69.45,11.55,42.86,130.08,68.95,780.09,71.06,72.07,26.12,66.96,91.86,29.49,90.19,72.39,106.88,89.39,10.02,12.72,780.09,8.72,5.04,72.96,48.79
,1/10/2025,792.65,304.91,501.77,315.79,213.00,408.65,137.16,321.57,340.65,35.39,252.22,204.91,"3,067.31",24.51,87.44,200.18,91.58,246.13,403.06,78.19,337.13,"3,765.46",12.77,19.15,99.02,224.92,"201,021.99",73.97,204.21,300.57,"1,910.41",83.81,204.14,373.54,227.38,133.57,45.38,98.30,264.47,26.11,284.96,133.44,224.07,176.61,113.94,77.48,"1,908.19",74.96,"1,041.17",119.56,76.61,49.34,550.15,346.75,138.33,61.37,107.42,123.67,73.75,104.10,112.23,4.25,268.07,51.46,39.67,31.79,153.51,56.46,48.80,103.52,21.50,"5,879.02",228.88,73.49,413.62,147.93,79.02,69.77,2.80,47.29,59.35,128.65,40.21,95.99,104.80,238.18,195.12,178.00,78.03,53.96,68.70,11.19,42.70,127.45,67.97,792.65,69.67,71.97,25.63,65.89,92.54,28.64,87.71,71.09,103.61,87.52,9.94,12.60,792.65,8.86,4.87,75.07,49.48
,1/13/2025,790.26,304.13,502.01,317.00,210.72,415.83,138.95,322.56,340.02,35.68,259.87,203.15,"3,067.31",24.58,87.49,201.02,90.96,243.62,424.11,79.29,336.56,"3,765.46",12.73,19.20,94.75,225.16,"191,934.02",73.77,204.49,305.89,"1,905.80",84.53,205.06,373.40,231.08,132.44,46.34,99.76,268.24,25.91,284.82,134.85,224.35,178.12,114.77,78.11,"1,902.74",75.25,"1,064.42",120.50,75.77,49.42,540.62,352.80,138.58,61.61,109.07,123.56,75.08,105.24,107.73,4.18,270.16,51.27,40.26,31.23,152.54,57.07,49.79,104.46,21.40,"5,879.02",230.95,74.89,413.87,151.10,80.01,69.84,2.86,46.68,60.61,131.23,39.52,97.20,107.37,238.00,196.05,183.86,78.77,55.06,68.32,10.88,43.65,128.43,68.00,790.26,70.70,71.41,26.25,66.92,93.49,29.30,89.89,72.63,103.36,88.70,9.79,12.08,790.26,8.82,4.90,72.53,50.70
,1/14/2025,738.16,306.28,506.10,321.44,211.06,421.61,139.38,320.84,339.87,35.83,256.90,206.26,"2,991.45",24.22,88.53,200.47,89.31,245.49,426.48,82.64,335.83,"3,695.29",12.72,19.20,97.04,227.40,"192,625.50",74.38,204.13,303.51,"1,884.29",85.08,204.85,379.08,231.52,133.34,46.99,100.89,271.20,25.73,286.87,135.99,226.82,182.29,114.82,79.00,"1,734.55",75.32,"1,076.19",121.22,75.44,50.42,533.67,355.91,140.28,62.05,110.31,124.91,75.56,107.12,106.65,4.23,271.58,52.73,41.38,31.28,151.56,58.01,48.90,103.69,21.95,"5,765.79",231.35,75.89,421.45,151.22,78.58,70.91,2.91,47.23,61.47,132.22,40.18,96.95,108.78,240.46,200.83,188.47,78.40,54.95,68.13,11.03,43.54,129.35,69.04,738.16,71.27,72.22,26.59,69.47,94.47,30.00,91.10,74.97,104.87,90.06,9.71,12.44,738.16,8.98,5.09,56.82,50.99
,1/15/2025,739.98,313.40,519.35,319.08,213.27,422.29,139.22,323.64,340.59,35.73,258.67,210.83,"3,039.81",24.05,89.87,201.42,91.78,247.50,423.09,82.79,338.24,"3,681.45",12.85,19.72,102.85,223.62,"195,786.53",75.46,204.95,303.97,"1,893.61",85.26,207.58,381.89,234.14,134.95,48.75,102.00,270.20,25.88,290.94,138.44,229.53,183.48,115.61,78.25,"1,746.17",76.04,"1,081.61",120.62,75.57,51.17,540.42,352.54,140.84,62.89,112.61,131.30,76.15,108.92,106.81,4.32,270.73,52.95,42.45,31.40,153.61,58.41,48.85,105.47,22.69,"5,736.51",234.11,77.09,422.16,153.68,78.96,71.25,2.95,48.65,60.89,132.15,41.92,95.63,108.15,256.20,205.02,189.43,77.28,55.59,67.42,10.96,43.66,129.41,69.38,739.98,71.15,72.58,26.80,69.18,95.39,31.09,92.07,74.53,104.71,90.71,10.07,13.04,739.98,9.37,5.10,57.72,51.41
,1/16/2025,750.74,314.36,520.14,317.92,215.82,426.74,140.91,332.87,342.85,35.88,259.14,211.43,"3,032.22",24.30,89.16,204.31,93.75,249.86,433.18,84.49,340.82,"3,644.89",12.86,19.67,102.26,227.97,"207,442.84",78.50,207.92,307.14,"1,873.02",85.94,209.71,385.17,236.72,135.65,46.00,103.11,270.96,26.19,290.08,140.91,230.32,186.48,117.19,79.25,"1,714.18",77.43,"1,098.42",121.67,76.17,51.31,543.99,357.94,141.06,64.11,111.05,134.75,75.81,110.13,107.67,4.19,275.49,53.52,41.75,30.98,156.64,59.02,48.73,107.87,22.80,"5,691.61",235.56,78.11,427.07,153.52,78.02,72.20,2.93,48.36,61.33,132.37,42.39,97.55,106.76,259.51,207.63,191.44,76.28,55.27,65.63,11.17,44.17,130.88,70.49,750.74,71.75,73.09,27.06,69.62,95.39,31.14,92.57,75.22,104.45,90.71,10.02,12.62,750.74,9.46,5.16,55.44,51.45
,1/17/2025,719.15,316.71,521.69,322.45,217.89,430.21,142.55,337.34,344.83,36.30,261.72,214.30,"3,047.40",24.12,89.34,204.21,94.05,254.38,449.29,85.39,341.90,"3,653.78",12.89,21.49,105.40,228.36,"211,888.05",79.57,208.61,308.14,"1,763.27",86.07,211.51,385.50,235.00,136.10,46.32,103.65,268.74,26.21,291.45,140.38,238.74,184.33,124.34,79.92,"1,728.33",77.87,"1,101.64",122.22,76.93,50.45,550.55,357.95,143.05,64.61,111.62,136.91,76.18,109.60,107.21,4.25,281.02,54.16,42.78,31.13,156.69,59.18,48.99,108.49,22.53,"5,707.23",235.35,78.61,430.48,153.61,77.72,72.86,2.97,48.96,61.16,132.14,42.72,97.17,107.83,261.68,207.55,191.62,76.41,55.25,65.30,11.01,44.44,131.64,71.59,719.15,73.22,75.94,27.33,70.02,95.23,31.56,93.89,75.06,105.36,90.84,10.26,12.41,719.15,9.38,5.13,56.31,51.19
,1/20/2025,719.15,316.71,521.69,322.45,217.89,430.21,142.55,334.73,344.83,36.30,261.72,214.30,"3,071.10",24.12,89.34,204.21,94.68,255.95,449.29,85.39,341.90,"3,754.59",12.82,21.49,105.40,228.36,"209,418.49",79.57,208.61,308.14,"1,761.18",86.07,211.51,385.50,235.00,136.59,46.32,103.65,268.74,26.23,291.45,140.38,238.74,184.33,124.34,79.92,"1,735.38",77.87,"1,101.64",122.22,77.71,50.45,559.29,357.95,143.05,64.61,111.62,136.91,76.18,109.60,107.21,4.29,281.02,54.16,42.78,31.13,158.25,59.18,48.99,108.49,22.53,"5,762.86",235.35,78.61,430.48,153.61,77.72,72.86,2.94,48.96,61.16,132.14,42.72,97.17,107.83,261.68,207.55,191.62,76.41,55.23,65.12,11.01,44.44,131.64,71.59,719.15,73.22,75.63,27.33,70.02,95.23,31.56,93.89,75.06,105.36,90.84,10.23,12.45,719.15,9.38,5.25,56.31,51.19
,1/21/2025,735.63,320.69,525.03,324.72,217.37,436.58,142.84,335.13,348.58,36.52,264.32,219.37,"3,067.31",24.43,90.43,206.50,94.84,258.21,456.90,85.68,353.10,"3,728.89",12.91,21.77,109.02,227.91,"215,345.43",80.76,209.81,316.10,"1,748.94",86.11,212.70,393.38,238.62,136.55,47.24,103.55,269.20,26.46,296.91,139.78,240.19,185.16,123.37,81.24,"1,741.37",78.90,"1,109.46",121.54,79.18,53.34,566.24,358.76,145.59,65.54,112.80,140.94,76.81,109.66,109.08,4.29,285.11,55.64,43.28,31.55,159.72,60.55,48.93,109.44,23.08,"5,836.07",240.71,79.46,443.27,158.96,80.22,73.31,2.89,50.76,61.79,138.34,44.27,98.41,109.93,270.97,205.61,196.62,75.54,55.37,65.54,10.94,45.47,132.99,74.12,735.63,74.19,76.71,27.69,70.87,96.44,31.69,95.26,75.91,107.07,92.94,10.27,12.60,735.63,9.26,5.19,56.15,52.30
,1/22/2025,747.15,320.62,524.15,330.46,216.40,436.72,142.40,343.43,351.21,36.46,263.00,225.03,"3,105.23",23.86,90.51,204.68,94.68,265.04,453.55,85.15,366.53,"3,883.07",12.78,21.86,108.87,228.18,"222,754.10",82.49,208.34,317.13,"1,803.09",85.44,210.27,395.77,239.17,136.78,46.57,101.52,264.18,26.71,301.45,138.93,233.16,180.77,124.79,80.87,"1,765.82",79.85,"1,110.87",121.16,80.62,52.22,576.37,357.62,152.25,64.86,110.06,139.44,77.40,109.24,113.02,4.30,283.32,55.36,42.38,31.72,158.84,60.15,48.26,108.65,23.78,"5,839.98",239.19,78.61,449.65,159.48,79.64,73.21,2.79,51.66,62.73,138.94,44.46,97.18,109.48,269.52,203.26,195.86,74.85,54.48,66.06,10.36,45.13,131.96,74.64,747.15,74.78,82.24,27.30,69.20,94.86,31.49,94.04,74.74,106.12,90.91,10.56,12.75,747.15,9.34,5.19,58.16,52.35
,1/23/2025,759.66,325.22,531.15,332.49,219.10,434.97,142.91,348.24,355.27,36.67,267.27,226.84,"3,163.07",24.25,90.39,207.04,95.68,266.91,468.31,86.52,365.01,"3,997.71",12.78,21.57,104.50,229.02,"216,827.16",80.49,207.02,322.94,"1,811.83",85.80,210.06,396.49,240.45,136.74,46.38,101.68,263.79,26.84,301.08,138.90,235.13,180.19,125.64,80.80,"1,745.82",80.04,"1,109.36",122.03,80.18,53.66,579.15,360.46,154.11,63.97,109.63,141.02,78.02,108.58,112.14,4.34,285.04,55.75,42.31,31.96,160.40,60.18,48.39,109.92,23.72,"5,844.86",241.03,78.81,446.63,147.41,81.26,73.42,2.75,51.70,63.92,132.26,43.85,97.52,107.24,273.88,203.44,195.86,75.58,54.65,66.20,10.74,45.48,133.17,74.49,759.66,74.75,83.33,26.98,69.49,85.33,31.90,94.21,75.12,108.09,91.17,10.42,12.20,759.66,9.29,5.18,59.55,52.21
